,Código da IES,Nome da IES,Categoria Administrativa,Código da Área,Área de Avaliação,Código do Município,Município do Curso,Nº de Concluintes Inscritos,Nº de Concluintes Participantes,Conceito Enade (Contínuo),CPC (Contínuo),CPC (Faixa),Ano
2386,437,UNIVERSIDADE PARANAENSE,Privada sem fins lucrativos,2,DIREITO,4128104,UMUARAMA,172.0,168.0,2.612186431,2.672486377,3,2018
2387,3205,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA,Privada com fins lucrativos,2,DIREITO,3171303,VICOSA,128.0,115.0,2.362282284,2.33873968,3,2018
2388,1843,FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3111200,CAMPO BELO,31.0,31.0,2.281736154,2.345815843,3,2018
2389,1658,FACULDADE INTEGRADA DA GRANDE FORTALEZA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2304400,FORTALEZA,16.0,13.0,2.295019176,2.602696919,3,2018
2390,1500,FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4125704,SAO MIGUEL DO IGUACU,13.0,13.0,2.754937527,2.575228351,3,2018
2391,1345,FACULDADE ANHANGUERA DE OSASCO,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3534401,OSASCO,77.0,47.0,1.479146334,2.021253088,3,2018
2392,1396,Centro Universitário Dinâmica das Cataratas,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4108304,FOZ DO IGUACU,73.0,71.0,2.979212088,3.157254689,4,2018
2393,862,FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE,Privada com fins lucrativos,2,DIREITO,5002704,CAMPO GRANDE,182.0,152.0,1.605156813,2.397753741,3,2018
2394,165,UNIVERSIDADE VEIGA DE ALMEIDA,Privada com fins lucrativos,2,DIREITO,3300704,CABO FRIO,100.0,97.0,3.026365489,3.460253348,4,2018
2395,781,FACULDADE ANHANGUERA DE RONDONÓPOLIS,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,5107602,RONDONOPOLIS,54.0,24.0,0.644296258,1.699255443,2,2018
2396,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,Privada com fins lucrativos,2,DIREITO,4207502,INDAIAL,116.0,100.0,1.53799228,2.916182272,3,2018
2397,664,UNIVERSIDADE VILA VELHA,Privada sem fins lucrativos,18,PSICOLOGIA,3205200,VILA VELHA,97.0,95.0,3.487027906,3.378079001,4,2018
2398,1077,Centro Universitário Estácio do Recife,Privada com fins lucrativos,2,DIREITO,2611606,RECIFE,376.0,290.0,2.028606673,2.633984115,3,2018
2399,788,FACULDADE DE RONDÔNIA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,1100205,PORTO VELHO,14.0,14.0,3.326025436,3.36158331,4,2018
2400,3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4106902,CURITIBA,54.0,44.0,2.392072445,2.706497505,3,2018
2401,2632,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2910727,EUNAPOLIS,22.0,22.0,1.883538123,1.886376081,2,2018
2402,1185,CENTRO UNIVERSITÁRIO JORGE AMADO,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,2927408,SALVADOR,27.0,22.0,1.746472665,2.826077024,3,2018
2403,1185,CENTRO UNIVERSITÁRIO JORGE AMADO,Privada com fins lucrativos,803,JORNALISMO,2927408,SALVADOR,55.0,51.0,2.85221048,3.250957184,4,2018
2404,1252,FACULDADE PROMOVE DE MINAS GERAIS,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3106200,BELO HORIZONTE,14.0,11.0,2.918210111,3.137202516,4,2018
2405,1766,FACULDADE ESPÍRITO SANTENSE,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3201308,CARIACICA,11.0,11.0,3.436074573,3.257085483,4,2018
2406,1493,CENTRO UNIVERSITÁRIO ALVES FARIA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,5208707,GOIANIA,155.0,140.0,2.525694591,2.132563672,3,2018
2407,648,FACULDADES ASSOCIADAS DE UBERABA - FAZU,Privada sem fins lucrativos,67,SECRETARIADO EXECUTIVO,3170107,UBERABA,11.0,11.0,2.544056829,2.365570209,3,2018
2408,1572,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2915601,ITAMARAJU,9.0,8.0,2.73408401,3.247711913,4,2018
2409,1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,Privada com fins lucrativos,2,DIREITO,3541307,PRESIDENTE EPITACIO,109.0,83.0,0.97967871,1.925987224,2,2018
2410,1041,UNIVERSIDADE DO VALE DO TAQUARI,Privada sem fins lucrativos,804,PUBLICIDADE E PROPAGANDA,4311403,LAJEADO,29.0,29.0,1.910728043,2.82053779,3,2018
2411,1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3506003,BAURU,45.0,14.0,1.071400101,1.525491253,2,2018
2412,1847,FACULDADE PITÁGORAS DE IMPERATRIZ,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2105302,IMPERATRIZ,118.0,66.0,2.714370732,2.716762673,3,2018
2413,910,FACULDADE SANTA LÚCIA,Privada sem fins lucrativos,2,DIREITO,3530805,MOGI-MIRIM,84.0,83.0,1.720601238,2.629206582,3,2018
2414,1850,FACULDADE SANTA MARIA DA GLÓRIA,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4115200,MARINGA,28.0,27.0,2.529983323,2.910343425,3,2018
2415,1742,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE,Privada com fins lucrativos,84,TECNOLOGIA EM MARKETING,3550308,SAO PAULO,19.0,11.0,2.028935428,3.116580501,4,2018
2416,1762,FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE,Privada com fins lucrativos,84,TECNOLOGIA EM MARKETING,3550308,SAO PAULO,3.0,2.0,2.45625954,2.53095501,3,2018
2417,1776,Faculdade Anhanguera de Tecnologia de Jundiaí,Privada com fins lucrativos,87,TECNOLOGIA EM GESTÃO FINANCEIRA,3525904,JUNDIAI,5.0,3.0,0.814073463,1.174190227,2,2018
2418,208,UNIVERSIDADE DE RIBEIRÃO PRETO,Privada sem fins lucrativos,18,PSICOLOGIA,3543402,RIBEIRAO PRETO,78.0,75.0,2.390200125,3.14594615,4,2018
2419,1851,ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3304557,RIO DE JANEIRO,37.0,32.0,5,4.32355863,5,2018
2420,2591,ESCOLA BRASILEIRA DE ECONOMIA E FINANÇAS,Privada sem fins lucrativos,13,CIÊNCIAS ECONÔMICAS,3304557,RIO DE JANEIRO,39.0,38.0,4.946934595,4.302527682,5,2018
2421,1258,FACULDADE DE CASCAVEL,Privada com fins lucrativos,18,PSICOLOGIA,4104808,CASCAVEL,12.0,10.0,1.568817427,1.372036582,2,2018
2422,162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,Privada sem fins lucrativos,81,RELAÇÕES INTERNACIONAIS,3550308,SAO PAULO,42.0,40.0,2.528295878,2.398599369,3,2018
2423,1552,FACULDADE UNINASSAU PARNAÍBA,Privada com fins lucrativos,2,DIREITO,2207702,PARNAIBA,164.0,147.0,1.95027475,2.717697997,3,2018
2424,571,UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,1,ADMINISTRAÇÃO,4106902,CURITIBA,193.0,184.0,4.409681298,3.37134853,4,2018
2425,571,UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,13,CIÊNCIAS ECONÔMICAS,4106902,CURITIBA,76.0,60.0,2.061467947,2.463429555,3,2018
2426,571,UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,2,DIREITO,4106902,CURITIBA,115.0,107.0,4.923649298,3.49275299,4,2018
2427,423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Privada sem fins lucrativos,18,PSICOLOGIA,4307005,ERECHIM,37.0,37.0,2.743154592,2.768740542,3,2018
2428,649,CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA,Pública Municipal,67,SECRETARIADO EXECUTIVO,4128203,UNIAO DA VITORIA,4.0,4.0,2.30539829,2.736602791,3,2018
2429,423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Privada sem fins lucrativos,18,PSICOLOGIA,4308508,FREDERICO WESTPHALEN,20.0,20.0,2.981626816,3.816713996,4,2018
2430,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada sem fins lucrativos,2,DIREITO,4113700,LONDRINA,158.0,149.0,3.299256827,3.20370874,4,2018
2431,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4113700,LONDRINA,20.0,19.0,3.052377111,3.136169151,4,2018
2432,423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Privada sem fins lucrativos,18,PSICOLOGIA,4317509,SANTO ANGELO,60.0,58.0,2.383534883,2.677225528,3,2018
2433,208,UNIVERSIDADE DE RIBEIRÃO PRETO,Privada sem fins lucrativos,2,DIREITO,3518701,GUARUJA,69.0,65.0,1.468040511,2.572213866,3,2018
2434,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,2,DIREITO,3304557,RIO DE JANEIRO,687.0,565.0,2.685437797,2.759959678,3,2018
2435,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,Privada sem fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3543402,RIBEIRAO PRETO,20.0,20.0,2.709638366,2.04860199,3,2018
2436,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,2,DIREITO,3303906,PETROPOLIS,185.0,169.0,2.093249882,2.682778612,3,2018
2437,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,2,DIREITO,3304557,RIO DE JANEIRO,159.0,146.0,2.132276686,2.301141238,3,2018
2438,843,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI,Pública Municipal,22,CIÊNCIAS CONTÁBEIS,3506508,BIRIGUI,23.0,20.0,0.420861695,1.011664199,2,2018
2439,1856,FACULDADE DO NORTE NOVO DE APUCARANA,Privada sem fins lucrativos,2,DIREITO,4101408,APUCARANA,90.0,89.0,2.361605649,2.334146598,3,2018
2440,1857,FACULDADE DEHONIANA,Privada sem fins lucrativos,101,TEOLOGIA,3554102,TAUBATE,26.0,21.0,3.311304751,2.937066842,3,2018
2441,1858,FACULDADE INTEGRADA EUCLIDES FERNANDES,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2918001,JEQUIE,4.0,4.0,2.597927277,3.044093538,4,2018
2442,4255,FACULDADES INTEGRADAS DE CACOAL,Privada com fins lucrativos,2,DIREITO,1100049,CACOAL,138.0,131.0,2.19540628,3.048102252,4,2018
2443,1864,FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4311809,MARAU,29.0,29.0,2.719235117,3.162918418,4,2018
2444,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3301009,CAMPOS DOS GOYTACAZES,38.0,36.0,2.182309409,2.9193473,3,2018
2445,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,803,JORNALISMO,3303401,NOVA FRIBURGO,27.0,25.0,3.077803657,3.012846777,4,2018
2446,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3303401,NOVA FRIBURGO,43.0,40.0,3.019300506,2.690788673,3,2018
2447,1866,Faculdade de Ciências Educacionais e Empresariais de Natal,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2408102,NATAL,49.0,47.0,1.70348511,2.021085988,3,2018
2448,1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",Pública Federal,103,TECNOLOGIA EM DESIGN DE INTERIORES,2507507,JOAO PESSOA,87.0,87.0,3.638367131,2.78288198,3,2018
2449,18,UNIVERSIDADE CATÓLICA DE PELOTAS,Privada sem fins lucrativos,803,JORNALISMO,4314407,PELOTAS,32.0,31.0,1.50404478,2.138114454,3,2018
2450,18,UNIVERSIDADE CATÓLICA DE PELOTAS,Privada sem fins lucrativos,804,PUBLICIDADE E PROPAGANDA,4314407,PELOTAS,2.0,2.0,2.454520397,1.382792649,2,2018
2451,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3304557,RIO DE JANEIRO,86.0,82.0,1.825756898,2.489961547,3,2018
2452,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3304557,RIO DE JANEIRO,89.0,75.0,2.240394882,2.458400242,3,2018
2453,1558,Faculdade Doctum de João Monlevade,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3136207,JOAO MONLEVADE,19.0,19.0,2.119259287,2.903553169,3,2018
2454,1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,Privada sem fins lucrativos,2,DIREITO,3509502,CAMPINAS,104.0,100.0,3.386550767,3.405815905,4,2018
2455,507,FACULDADE TRIÂNGULO MINEIRO,Privada sem fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3134202,ITUIUTABA,3.0,3.0,1.177464659,1.975377723,3,2018
2456,1439,FACULDADE DE CIÊNCIAS ECONÔMICAS,Privada com fins lucrativos,26,DESIGN,3509502,CAMPINAS,3.0,2.0,3.848795205,3.738407208,4,2018
2457,544,FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA,Privada sem fins lucrativos,2,DIREITO,3131703,ITABIRA,104.0,101.0,1.354642863,2.230263051,3,2018
2458,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada sem fins lucrativos,101,TEOLOGIA,4106902,CURITIBA,57.0,45.0,3.067396915,3.411047995,4,2018
2459,1822,FACULDADE SUL-AMERICANA,Privada com fins lucrativos,803,JORNALISMO,5208707,GOIANIA,19.0,14.0,2.497363564,3.530085227,4,2018
2460,1822,FACULDADE SUL-AMERICANA,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,5208707,GOIANIA,24.0,18.0,2.454738949,2.921540477,3,2018
2461,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3304557,RIO DE JANEIRO,120.0,108.0,2.491902025,2.87678184,3,2018
2462,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada sem fins lucrativos,13,CIÊNCIAS ECONÔMICAS,4106902,CURITIBA,32.0,19.0,2.263367692,3.310871166,4,2018
2463,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,18,PSICOLOGIA,3304557,RIO DE JANEIRO,251.0,239.0,1.20446821,2.472327034,3,2018
2464,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,26,DESIGN,4302105,BENTO GONCALVES,5.0,3.0,2.382304816,3.061430974,4,2018
2466,1123,INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR,Privada com fins lucrativos,2,DIREITO,2927408,SALVADOR,58.0,33.0,1.442591264,1.683040654,2,2018
2467,1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI,Privada sem fins lucrativos,26,DESIGN,1302603,MANAUS,74.0,25.0,1.342187105,2.492951701,3,2018
2468,18492,Universidade Estadual do Paraná,Pública Estadual,67,SECRETARIADO EXECUTIVO,0,APUCARANA,27.0,23.0,0.870074818,1.412765455,2,2018
2470,18492,Universidade Estadual do Paraná,Pública Estadual,38,SERVIÇO SOCIAL,0,APUCARANA,27.0,20.0,3.375724527,2.987608302,4,2018
2471,18492,Universidade Estadual do Paraná,Pública Estadual,29,TURISMO,0,APUCARANA,12.0,12.0,1.700958272,2.082059227,3,2018
2472,163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3303906,PETROPOLIS,71.0,62.0,2.92656671,2.95714694,4,2018
2473,1571,FACULDADE UNIME DE CIÊNCIAS SOCIAIS,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,2919207,LAURO DE FREITAS,26.0,19.0,2.598136387,2.438047097,3,2018
2474,1773,CENTRO UNIVERSITÁRIO FAI,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4208401,ITAPIRANGA,26.0,26.0,3.656554258,3.184917922,4,2018
2475,705,FACULDADE SÃO JOSÉ,Privada sem fins lucrativos,29,TURISMO,3304557,RIO DE JANEIRO,37.0,33.0,2.650803575,2.751727154,3,2018
2476,1612,Faculdade Assis Gurgacz,Privada sem fins lucrativos,804,PUBLICIDADE E PROPAGANDA,4127700,TOLEDO,35.0,29.0,2.587408375,2.593833162,3,2018
2477,1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,4216602,SAO JOSE,69.0,64.0,1.854555295,1.825028174,2,2018
2478,1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,Privada com fins lucrativos,803,JORNALISMO,4216602,SAO JOSE,78.0,62.0,1.157286324,1.846063658,2,2018
2479,1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,Privada com fins lucrativos,26,DESIGN,3506003,BAURU,3.0,2.0,1.692906302,2.102515849,3,2018
2480,1590,FACULDADE ESTÁCIO DE SÃO LUÍS,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,2111300,SAO LUIS,101.0,85.0,1.649261619,2.252944021,3,2018
2481,1590,FACULDADE ESTÁCIO DE SÃO LUÍS,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2111300,SAO LUIS,12.0,4.0,2.177416673,1.780633345,2,2018
2482,60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,Pública Municipal,804,PUBLICIDADE E PROPAGANDA,3516200,FRANCA,19.0,18.0,2.908934919,3.25068901,4,2018
2483,1609,FACULDADE DOS CERRADOS PIAUIENSES,Privada com fins lucrativos,2,DIREITO,2202901,CORRENTE,21.0,18.0,0.773822254,0.882854679,1,2018
2484,1867,FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3160702,SANTOS DUMONT,25.0,25.0,1.993935332,1.828248243,2,2018
2485,1309,Faculdade Projeção de Taguatinga Norte,Privada com fins lucrativos,67,SECRETARIADO EXECUTIVO,5300108,BRASILIA,58.0,45.0,0.039046122,2.301978317,3,2018
2486,546,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,Privada sem fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3550308,SAO PAULO,185.0,143.0,2.439235935,2.660077183,3,2018
2487,1292,Centro Universitário de Adamantina,Pública Municipal,18,PSICOLOGIA,3500105,ADAMANTINA,45.0,43.0,1.275305595,2.69584678,3,2018
2488,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3525904,JUNDIAI,57.0,13.0,3.473707468,3.026484585,4,2018
2489,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3526902,LIMEIRA,29.0,27.0,3.645833578,3.486377194,4,2018
2490,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3549706,SAO JOSE DO RIO PARDO,44.0,39.0,3.173399633,3.172555575,4,2018
2491,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,2,DIREITO,3525904,JUNDIAI,65.0,52.0,2.256713539,2.572834652,3,2018
2492,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,18,PSICOLOGIA,3525904,JUNDIAI,33.0,32.0,3.027938828,3.465852089,4,2018
2493,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,2,DIREITO,3526902,LIMEIRA,112.0,79.0,2.981082235,3.027578573,4,2018
2494,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,2,DIREITO,3549706,SAO JOSE DO RIO PARDO,58.0,53.0,1.52055112,2.267705446,3,2018
2495,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,18,PSICOLOGIA,3549706,SAO JOSE DO RIO PARDO,35.0,33.0,2.232654528,2.780425868,3,2018
2496,322,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,18,PSICOLOGIA,3526902,LIMEIRA,21.0,21.0,3.40938816,3.578393965,4,2018
2497,1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,Privada com fins lucrativos,2,DIREITO,2304400,FORTALEZA,119.0,109.0,2.54475699,2.98141711,4,2018
2498,549,UNIVERSIDADE FEDERAL DO ACRE,Pública Federal,803,JORNALISMO,1200401,RIO BRANCO,43.0,35.0,2.510470096,2.75235226,3,2018
2499,1873,FACULDADE MERCÚRIO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3304557,RIO DE JANEIRO,20.0,18.0,2.127969509,2.756569245,3,2018
2500,1532,FACULDADE DE SERTÃOZINHO,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3551702,SERTAOZINHO,28.0,27.0,1.178703088,2.217276741,3,2018
2501,1509,Centro Universitário Estácio de Belo Horizonte - Estácio BH,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,3106200,BELO HORIZONTE,25.0,16.0,1.727479462,2.25260908,3,2018
2502,1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,Privada com fins lucrativos,803,JORNALISMO,5300108,BRASILIA,13.0,11.0,1.010270604,2.371183859,3,2018
2503,1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,5300108,BRASILIA,31.0,23.0,0.935981438,1.701847109,2,2018
2504,1728,FACULDADE INTERAMERICANA DE PORTO VELHO,Privada com fins lucrativos,803,JORNALISMO,1100205,PORTO VELHO,23.0,19.0,2.267923842,2.519971051,3,2018
2505,1728,FACULDADE INTERAMERICANA DE PORTO VELHO,Privada com fins lucrativos,804,PUBLICIDADE E PROPAGANDA,1100205,PORTO VELHO,15.0,11.0,2.816622842,2.907048689,3,2018
2506,1728,FACULDADE INTERAMERICANA DE PORTO VELHO,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,1100205,PORTO VELHO,83.0,75.0,1.60197541,2.557936667,3,2018
2507,1775,Centro Universitário Favip Wyden,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2604106,CARUARU,100.0,83.0,2.028813515,2.653231307,3,2018
2508,1618,Faculdade SOCIESC de Blumenau,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,4202404,BLUMENAU,26.0,25.0,2.781704401,4.048953066,5,2018
2509,1201,FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3144805,NOVA LIMA,36.0,14.0,1.828187964,2.090368688,3,2018
2510,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3148103,PATROCINIO,36.0,31.0,1.33604397,2.492117634,3,2018
2511,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pública Estadual,803,JORNALISMO,3122306,DIVINOPOLIS,33.0,32.0,2.654998541,1.974288158,3,2018
2512,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pública Estadual,804,PUBLICIDADE E PROPAGANDA,3122306,DIVINOPOLIS,49.0,35.0,2.565468728,1.85427069,2,2018
2513,1185,CENTRO UNIVERSITÁRIO JORGE AMADO,Privada com fins lucrativos,26,DESIGN,2927408,SALVADOR,17.0,13.0,1.918601075,2.987277374,4,2018
2514,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,Privada com fins lucrativos,83,TECNOLOGIA EM DESIGN DE MODA,4207502,INDAIAL,63.0,50.0,2.095215877,3.276989569,4,2018
2515,718,UNIVERSIDADE POTIGUAR,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2408003,MOSSORO,116.0,103.0,2.464809901,2.76888713,3,2018
2516,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pública Estadual,1,ADMINISTRAÇÃO,3116605,CLAUDIO,41.0,36.0,2.549156778,2.212638549,3,2018
2517,718,UNIVERSIDADE POTIGUAR,Privada com fins lucrativos,22,CIÊNCIAS CONTÁBEIS,2408003,MOSSORO,146.0,131.0,1.863324121,2.88072944,3,2018
2519,1875,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA",Pública Municipal,29,TURISMO,3519600,IBITINGA,16.0,7.0,1.139381419,1.225650072,2,2018
2520,1876,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU,Pública Municipal,1,ADMINISTRAÇÃO,3530706,MOGI-GUACU,27.0,27.0,2.464686346,2.115096468,3,2018
2521,1170,FACULDADE METROPOLITANA DE CAMAÇARI,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,2905701,CAMACARI,50.0,49.0,2.066150844,2.913798871,3,2018
2522,1208,FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL,Privada com fins lucrativos,2,DIREITO,2408102,NATAL,163.0,134.0,1.389546359,2.449036258,3,2018
2523,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,3201308,CARIACICA,8.0,8.0,2.687170113,2.686457322,3,2018
2525,1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,Privada sem fins lucrativos,2,DIREITO,4106902,CURITIBA,10.0,10.0,1.615533219,2.391056812,3,2018
2526,1879,Centro Universitário UNIFACEAR,Privada com fins lucrativos,1,ADMINISTRAÇÃO,4101804,ARAUCARIA,87.0,71.0,2.263447078,2.888587253,3,2018
2527,1881,FACULDADE DA ESCADA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,2605202,ESCADA,51.0,18.0,1.939033588,2.743070126,3,2018
2528,532,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,Privada sem fins lucrativos,1,ADMINISTRAÇÃO,4313904,PANAMBI,34.0,33.0,3.086877137,2.979367731,4,2018
2529,1884,FACULDADE DE RANCHARIA,Privada com fins lucrativos,1,ADMINISTRAÇÃO,3542206,RANCHARIA,13.0,12.0,0.807945729,1.873215683,2,2018
2530,1243,Faculdade Doctum da Serra,Privada sem fins lucrativos,2,DIREITO,3205002,SERRA,71.0,68.0,2.460508905,3.484765663,4,2018
2531,4218,FACULDADE PEDRO LEOPOLDO,Privada sem fins lucrativos,22,CIÊNCIAS CONTÁBEIS,3149309,PEDRO LEOPOLDO,46.0,45.0,1.067996096,2.034195212,3,2018
